SITE_ID,PROGRAM_ID,DATE_SMP,SAMPLE_LOCATION,SAMPLE_TYPE,WATERBODY_TYPE,SAMPLE_DEPTH,TIME_SMP,ANC_UEQ_L,CA_UEQ_L,CHL_A_UG_L,CL_UEQ_L,COND_UM_CM,DOC_MG_L,F_UEQ_L,K_UEQ_L,MG_UEQ_L,NA_UEQ_L,NH4_UEQ_L,NO3_UEQ_L,N_TD_UEQ_L,PH_EQ,PH_FLD,PH_LAB,PH_STVL,P_TL_UEQ_L,SECCHI_M,SIO2_MG_L,SO4_UEQ_L,WTEMP_DEG_C
01434021,LTM_CAT,2005-07-13 10:00:00,Stream,Regular,Stream,,,0.262158095836639,40.9683418273926,,10.1389999389648,19.5100002288818,1.98399994827479,,2.6235044002533,30.9668998718262,11.5005664825439,0.202999994158745,17.5534992218018,,,,5.01208162307739,,,,35.7510528564453,89.321403503418,12.3
01434025,LTM_CAT,2005-07-13 09:15:00,Stream,Regular,Stream,,,48.2934265136719,107.933296203613,,11.552300453186,20.2000007629395,1.63020001791029,,3.90202879905701,38.7120323181152,14.8041801452637,0.0,20.5072994232178,,,,6.27605628967285,,,,38.0208206176758,88.7835998535156,14.8
0143400680,LTM_CAT,2005-07-13 08:30:00,Stream,Regular,Stream,,,3.38336992263794,49.0684814453125,,9.3902997970581,17.6399993896484,2.05399996381581,,4.01417207717895,36.4142265319824,14.4581174850464,0.407000005245209,12.1420001983643,,,,5.1362624168396,,,,38.5012397766113,83.3730010986328,13.8
030172,LTM_ALTM,2005-07-13 00:00:00,EPI,Regular,Lake,0.5,1000,89.21,89.82,,4.512,15.5,7.099,0.84224,9.728,43.619,3.915,0.4432,0.5152,,7.71,,6.782,,,,0.03,25.584,
1C1-101,LTM_VT,2005-07-13 00:00:00,EPI,Regular,Lake,1.0,,0.4,26.9,,6.8,14.3,6.4,,7.2,16.5,20.4,,1.60098039215686,,,5.02,,,,1.5,0.73,54.5,22.7
020058,LTM_ALTM,2005-07-13 00:00:00,EPI,Regular,Lake,0.5,1220,38.87,89.321,,6.768,18.0,14.796,3.948,6.656,37.035,24.36,0.277,0.5152,,5.68,,5.654,,,,3.6,50.128,
1C1-089,LTM_VT,2005-07-13 00:00:00,EPI,Regular,Lake,1.0,,7.2,26.4,,7.6,11.4,5.4,,8.2,21.4,21.8,,1.60098039215686,,,5.38,,,,2.2,0.29,45.8,22.9
04253660,LTM_ALTM,2005-07-13 00:00:00,EPI,Regular,Stream,0.0,1200,48.76,112.774,,7.332,20.89,7.027,4.89552,5.12,32.097,20.01,0.6648,4.2182,,6.5,,6.262,,,,4.27,86.112,
1A1-071,LTM_ALTM,2005-07-13 00:00:00,EPI,Regular,Lake,0.0,1145,188.71,159.68,,8.178,32.8,4.542,2.15824,8.448,83.946,43.065,-0.0554,0.5796,,7.49,,7.154,,,,8.15,87.776,
030255,LTM_ALTM,2005-07-13 00:00:00,EPI,Regular,Stream,0.0,1140,149.13,160.678,,7.896,32.7,4.401,2.1056,8.448,82.3,43.065,-0.1662,0.5313,,7.49,,7.112,,,,8.0,86.944,
020059,LTM_ALTM,2005-07-13 00:00:00,EPI,Regular,Lake,0.5,1245,48.68,93.812,,15.792,19.6,9.329,3.10576,7.424,42.796,30.015,0.554,0.5152,,6.39,,6.392,,,,0.94,64.48,
030171,LTM_ALTM,2005-07-13 00:00:00,EPI,Regular,Lake,0.5,0950,-21.29,19.461,,5.922,16.5,10.358,1.36864,7.168,10.699,4.785,-0.1662,0.5635,,4.51,,4.498,,,,0.11,32.24,
04253630,LTM_ALTM,2005-07-13 00:00:00,EPI,Regular,Stream,0.0,1020,8.47,64.371,,5.922,16.7,7.214,4.10592,5.376,18.929,21.75,-0.0554,1.6583,,5.23,,5.252,,,,2.57,80.288,
1A1-017,LTM_ALTM,2005-07-13 00:00:00,IN,Regular,Lake,0.0,1115,6.76,56.886,,6.204,17.13,5.634,3.89536,7.424,17.283,21.75,0.1662,3.8157,,5.2,,5.153,,,,1.74,88.4,
1A1-087,LTM_ALTM,2005-07-13 00:00:00,IN,Regular,Lake,0.0,1245,125.39,188.123,,6.768,26.83,4.32,2.94784,5.888,32.92,13.92,0.8864,11.0124,,7.28,,6.951,,,,2.21,76.544,
1A1-089,LTM_ALTM,2005-07-12 00:00:00,EPI,Regular,Lake,0.5,0945,16.27,76.846,,8.178,17.9,2.703,3.26368,7.424,23.867,19.575,0.8864,13.7655,,6.16,,6.023,,,,3.06,82.16,
040704,LTM_ALTM,2005-07-12 00:00:00,EPI,Regular,Lake,0.5,1330,7.83,40.918,,5.922,13.0,2.582,2.632,5.376,14.814,27.405,0.6094,0.5474,,5.75,,5.676,,,,0.93,71.552,
1A1-109,LTM_ALTM,2005-07-12 00:00:00,EPI,Regular,Lake,0.0,1154,90.68,124.75,,12.408,27.1,3.399,6.26416,10.24,41.973,41.76,0.8864,11.4632,,7.14,,6.854,,,,6.35,89.856,
1A1-103,LTM_ALTM,2005-07-12 00:00:00,EPI,Regular,Lake,0.0,1400,16.39,68.862,,10.152,17.3,3.818,3.1584,8.192,20.575,25.665,1.385,13.9104,,6.09,,5.849,,,,3.97,72.176,
040186,LTM_ALTM,2005-07-12 00:00:00,EPI,Regular,Lake,0.5,1015,-8.56,25.948,,7.332,17.3,3.399,1.78976,5.376,9.876,16.53,2.0498,8.1627,,4.78,,4.751,,,,1.1,83.616,
1A1-052,LTM_ALTM,2005-07-12 00:00:00,EPI,Regular,Lake,0.0,0950,71.56,128.742,,9.588,24.25,4.43,4.36912,6.4,36.212,31.32,0.554,1.0465,,6.97,,6.578,,,,3.06,96.72,
04253740,LTM_ALTM,2005-07-12 00:00:00,EPI,Regular,Stream,0.0,1140,54.73,87.325,,6.486,18.6,3.199,4.15856,7.424,28.805,32.625,0.6648,3.1234,,6.86,,6.38,,,,1.57,71.968,
1A1-112,LTM_ALTM,2005-07-12 00:00:00,IN,Regular,Lake,0.0,1320,14.47,53.892,,6.768,15.6,5.223,4.7376,6.656,20.575,28.275,0.0554,0.4347,,5.62,,5.533,,,,0.69,75.296,
040210,LTM_ALTM,2005-07-12 00:00:00,EPI,Regular,Lake,0.5,1125,-2.86,68.862,,7.05,18.9,2.094,3.10576,6.912,13.168,18.27,1.2742,19.4005,,4.95,,4.924,,,,1.9,93.808,
