SITE_ID,PROGRAM_ID,DATE_SMP,SAMPLE_LOCATION,SAMPLE_TYPE,WATERBODY_TYPE,SAMPLE_DEPTH,TIME_SMP,ANC_UEQ_L,CA_UEQ_L,CHL_A_UG_L,CL_UEQ_L,COND_UM_CM,DOC_MG_L,F_UEQ_L,K_UEQ_L,MG_UEQ_L,NA_UEQ_L,NH4_UEQ_L,NO3_UEQ_L,N_TD_UEQ_L,PH_EQ,PH_FLD,PH_LAB,PH_STVL,P_TL_UEQ_L,SECCHI_M,SIO2_MG_L,SO4_UEQ_L,WTEMP_DEG_C
1C1-089,LTM_VT,2017-07-24 00:00:00,EPI,Regular,Lake,1.0,14:10,19.0,23.5029,,5.64,8.67,6.157,,5.5808,21.3157,20.967,,0.322,,5.85,,,5.78,10.4,2.5,0.39,21.84,20.3
VT24,VTSSS,2017-07-24 00:00:00,Stream,Regular,Stream,,,43.84,61.32,,11.69,14.0,,,10.06,26.51,12.88,0.0,1.26,,,,6.42,,,,106.08,51.07,18.0
050707,LTM_ALTM,2017-07-20 00:00:00,EPI,Regular,Lake,0.0,1349,13.456,43.3223317,0.611437,2.68710937516133,8.9838,8.3442,0.350291465073703,1.1574272,10.795291,14.906754,0.7007546,7.39916141610411,,5.56,,5.451,,4.98,,3.339999,18.72882587332,
1A1-102,LTM_ALTM,2017-07-20 00:00:00,EPI,Regular,Lake,0.0,1548,43.532,67.4494308,0.930336,6.70408231831237,12.075,2.8311,0.841191887539334,1.8768896,17.196585,23.954493,0.0719646,0.0,,6.98,,6.706,,5.79,,2.043903,36.8695816659622,
050706,LTM_ALTM,2017-07-20 00:00:00,EPI,Regular,Lake,0.0,1250,10.144,42.4287225,0.661265,2.59197744840568,8.636,6.9054,0.36848,0.7720192,10.7142255,17.1795855,-0.1664216,2.71881197585768,,5.71,,5.621,,4.41,,4.114586,26.1368607022569,
1A1-109,LTM_ALTM,2017-07-19 00:00:00,EPI,Regular,Lake,0.0,1206,86.216,113.86681,1.07982,13.8653892390044,21.1554,5.1057,4.72514675083187,6.8102656,34.2936693,42.9241035,0.449294,4.68606279637306,,7.17,,6.851,,4.86,,5.515632,53.6332992167544,
04253740,LTM_ALTM,2017-07-19 00:00:00,EPI,Regular,Stream,0.0,1159,65.838,83.3852453,,5.23579596603028,16.905,3.623,3.80298662155249,6.733184,29.5940101,33.570429,0.5909518,3.34639258629176,,7.04,,6.602,,6.9,,2.606073,53.1525963709058,
1A1-112,LTM_ALTM,2017-07-19 00:00:00,IN,Regular,Lake,0.0,1104,11.782,35.4289002,2.106278,1.8557567983837,9.0031,7.9076,3.19690272132426,1.4143744,12.4968435,18.5782845,-0.1840942,0.0,,5.51,,5.367,,5.56,,0.459706,27.411918133927,
1A1-106,LTM_ALTM,2017-07-19 00:00:00,EPI,Regular,Lake,0.0,1049,23.332,64.8679541,1.139614,9.90940038109527,13.2342,6.0079,2.47808096173535,4.3949568,17.0345363,27.5385885,0.5222558,4.27715226799865,,6.33,,6.147,,4.07,,2.731772,40.4599776213264,
1A1-103,LTM_ALTM,2017-07-19 00:00:00,EPI,Regular,Lake,0.0,1114,25.73,64.272198,1.368823,8.26168860776597,12.9444,6.4956,2.29679730911147,4.2150912,16.7914221,25.965063,0.8932142,3.47404884414664,,6.32,,6.149,,4.41,,2.645294,39.7454639705897,
