SITE_ID,PROGRAM_ID,DATE_SMP,SAMPLE_LOCATION,SAMPLE_TYPE,WATERBODY_TYPE,SAMPLE_DEPTH,TIME_SMP,ANC_UEQ_L,CA_UEQ_L,CHL_A_UG_L,CL_UEQ_L,COND_UM_CM,DOC_MG_L,F_UEQ_L,K_UEQ_L,MG_UEQ_L,NA_UEQ_L,NH4_UEQ_L,NO3_UEQ_L,N_TD_UEQ_L,PH_EQ,PH_FLD,PH_LAB,PH_STVL,P_TL_UEQ_L,SECCHI_M,SIO2_MG_L,SO4_UEQ_L,WTEMP_DEG_C
1A1-052,LTM_ALTM,1989-01-05 00:00:00,OUT,Regular,Lake,,,64.2,190.1,,13.4,37.1,4.4,5.3,11.7,55.1,45.5,1.0,11.9,,,6.68,,,,,4.04,161.9,1.0
1A1-102,LTM_ALTM,1989-01-04 00:00:00,OUT,Regular,Lake,,,38.3,141.2,,9.3,25.8,2.7,1.5,4.4,29.6,27.1,4.4,13.8,,,6.12,,,,,1.94,123.3,1.0
1A1-103,LTM_ALTM,1989-01-04 00:00:00,OUT,Regular,Lake,,,1.4,110.7,,12.1,27.4,3.4,4.7,11.4,31.3,29.9,2.4,26.7,,,5.18,,,,,4.44,140.4,1.5
1A1-109,LTM_ALTM,1989-01-04 00:00:00,OUT,Regular,Lake,,,79.6,171.7,,13.4,32.3,2.8,9.0,15.4,53.5,44.2,1.4,25.5,,,6.43,,,,,7.34,143.2,1.0
1A1-106,LTM_ALTM,1989-01-04 00:00:00,OUT,Regular,Lake,,,-13.6,106.8,,11.5,29.7,3.3,4.9,11.2,31.3,27.8,2.0,25.3,,,5.25,,,,,4.33,137.5,1.0
1A1-107,LTM_ALTM,1989-01-04 00:00:00,EPI,Regular,Lake,,,-65.6,50.9,,10.3,31.5,13.5,1.7,7.0,22.2,6.9,2.5,0.0,,,4.24,,,,,0.43,76.5,1.0
1A1-110,LTM_ALTM,1989-01-04 00:00:00,OUT,Regular,Lake,,,19.9,136.2,,12.0,29.1,2.7,4.5,12.7,42.0,35.7,2.8,26.8,,,6.02,,,,,5.82,135.6,1.0
BNR,LTM_PA,1989-01-03 00:00:00,Stream,Regular,Stream,,,12.5,75.3,,66.5,22.0,1.7,,19.3,48.6,38.1,2.3,11.4,,,6.05,,,,,4.15,85.9,
RBS,LTM_PA,1989-01-02 00:00:00,Stream,Regular,Stream,,,-2.9,101.8,,27.4,32.2,1.9,,17.5,76.2,18.3,0.7,11.1,,,5.17,,,,,3.95,195.0,
01434025,LTM_CAT,1989-01-02 00:00:00,Stream,Regular,Stream,,,35.0,157.2,,20.2,27.7,1.1,,6.7,55.1,16.1,,29.7,,,6.04,,,,,2.34,137.1,
STN,LTM_PA,1989-01-02 00:00:00,Stream,Regular,Stream,,,-2.7,120.7,,40.4,36.8,1.6,,14.3,81.0,26.4,2.2,5.0,,,5.07,,,,,4.13,195.7,
0143400680,LTM_CAT,1989-01-01 00:00:00,Stream,Regular,Stream,,,-10.0,84.8,,16.1,25.3,1.2,,7.2,56.8,15.2,,30.7,,,4.94,,,,,2.68,120.5,
01434105,LTM_CAT,1989-01-01 00:00:00,Stream,Regular,Stream,,,117.5,239.5,,17.2,34.4,1.1,,6.7,49.4,13.9,,28.6,,,6.39,,,,,2.59,140.3,
01364959,LTM_CAT,1988-12-31 00:00:00,Stream,Regular,Stream,,,0.2,104.8,,17.5,,0.9,,5.6,57.6,17.8,,35.6,,,,,,,,,124.8,
RBS,LTM_PA,1988-12-15 00:00:00,Stream,Regular,Stream,,,12.6,112.6,,27.1,27.8,1.5,,17.4,77.5,20.5,5.3,11.8,,,5.98,,,,,3.73,171.1,
STN,LTM_PA,1988-12-15 00:00:00,Stream,Regular,Stream,,,2.9,121.3,,33.1,25.1,0.9,,12.6,68.4,23.0,1.0,21.5,,,5.54,,,,,4.0,178.7,
BNR,LTM_PA,1988-12-14 00:00:00,Stream,Regular,Stream,,,19.9,78.0,,78.6,23.6,1.1,,19.3,44.8,42.1,1.4,17.2,,,6.29,,,,,3.48,73.9,
WWW,LTM_PA,1988-12-08 00:00:00,Stream,Regular,Stream,,,43.9,173.5,,42.6,33.9,1.0,,16.7,77.5,23.3,0.3,24.6,,,6.62,,,,,3.85,174.2,
LNN,LTM_PA,1988-12-08 00:00:00,Stream,Regular,Stream,,,19.4,200.1,,35.3,32.4,1.2,,9.1,64.2,25.1,1.0,20.7,,,6.11,,,,,3.5,230.7,
RBS,LTM_PA,1988-12-06 00:00:00,Stream,Regular,Stream,,,7.5,111.8,,91.0,31.1,1.7,,16.3,80.6,19.6,5.9,11.1,,,5.51,,,,,3.68,201.8,
01434025,LTM_CAT,1988-12-06 00:00:00,Stream,Regular,Stream,,,20.0,,,17.1,23.8,1.4,,4.4,51.0,13.5,,23.4,,,5.98,,,,,2.58,133.7,
0143400680,LTM_CAT,1988-12-05 00:00:00,Stream,Regular,Stream,,,-10.0,74.9,,14.7,22.9,1.7,,4.6,53.5,13.9,,22.9,,,5.07,,,,,2.84,124.8,
01434105,LTM_CAT,1988-12-05 00:00:00,Stream,Regular,Stream,,,87.5,198.1,,17.6,26.9,1.3,,3.8,44.4,12.6,,24.9,,,6.38,,,,,2.77,136.6,
1A2-077,LTM_ALTM,1988-12-05 00:00:00,OUT,Regular,Lake,,,105.4,133.2,,9.0,30.3,2.7,0.7,3.3,35.4,45.9,0.0,4.9,,,6.85,,,,,4.65,125.4,1.0
1A1-052,LTM_ALTM,1988-12-05 00:00:00,OUT,Regular,Lake,,,65.0,166.0,,10.4,30.7,4.5,5.3,11.2,49.4,44.8,0.0,8.8,,,6.58,,,,,3.89,147.2,1.5
1A1-109,LTM_ALTM,1988-12-04 00:00:00,OUT,Regular,Lake,,,69.9,157.7,,16.6,31.8,3.3,7.3,14.2,48.6,43.1,2.0,20.8,,,6.45,,,,,6.73,136.1,1.5
1A1-107,LTM_ALTM,1988-12-04 00:00:00,EPI,Regular,Lake,,,-62.5,47.4,,9.8,29.6,13.4,1.1,6.3,21.4,8.2,0.9,0.0,,,4.26,,,,,0.62,73.8,2.0
1A1-110,LTM_ALTM,1988-12-04 00:00:00,OUT,Regular,Lake,,,15.5,90.8,,10.2,26.1,3.1,4.7,10.5,35.4,33.3,2.1,23.8,,,5.83,,,,,5.25,131.0,1.5
1A1-106,LTM_ALTM,1988-12-04 00:00:00,OUT,Regular,Lake,,,-4.0,104.8,,11.1,26.2,3.4,4.6,11.3,29.6,28.8,2.0,23.7,,,5.19,,,,,4.42,131.6,1.0
1A1-103,LTM_ALTM,1988-12-04 00:00:00,OUT,Regular,Lake,,,-3.5,104.8,,10.8,26.7,3.6,4.0,12.8,29.6,32.1,1.8,23.2,,,5.28,,,,,4.24,125.4,1.5
1A1-102,LTM_ALTM,1988-12-04 00:00:00,OUT,Regular,Lake,,,36.1,128.7,,8.3,22.5,2.4,1.3,3.2,26.3,24.3,2.6,9.9,,,6.15,,,,,2.05,104.0,1.0
BNR,LTM_PA,1988-12-02 00:00:00,Stream,Regular,Stream,,,15.7,81.3,,68.6,22.6,1.3,,18.8,47.2,42.4,0.7,14.3,,,6.14,,,,,3.8,82.2,
STN,LTM_PA,1988-12-02 00:00:00,Stream,Regular,Stream,,,18.7,86.3,,74.5,23.2,2.3,,21.0,47.1,46.9,0.7,15.7,,,6.16,,,,,3.75,80.4,
WWW,LTM_PA,1988-12-01 00:00:00,Stream,Regular,Stream,,,37.6,170.7,,48.0,32.3,1.1,,17.0,79.0,22.0,0.7,25.7,,,6.41,,,,,4.05,184.7,
LNN,LTM_PA,1988-12-01 00:00:00,Stream,Regular,Stream,,,7.7,183.6,,34.4,32.4,1.4,,9.8,63.5,22.0,1.3,22.9,,,5.73,,,,,3.75,226.9,
STN,LTM_PA,1988-11-27 00:00:00,Stream,Regular,Stream,,,-0.9,113.8,,34.1,31.3,1.5,,12.0,68.8,24.4,0.7,3.6,,,5.19,,,,,4.0,195.3,
RBS,LTM_PA,1988-11-27 00:00:00,Stream,Regular,Stream,,,-4.2,103.3,,29.6,33.0,1.5,,17.8,78.9,18.7,2.0,13.6,,,5.03,,,,,4.05,219.0,
BNR,LTM_PA,1988-11-27 00:00:00,Stream,Regular,Stream,,,3.4,99.4,,52.8,26.8,1.7,,15.9,59.9,31.7,1.0,7.7,,,5.46,,,,,4.2,147.0,
LNN,LTM_PA,1988-11-26 00:00:00,Stream,Regular,Stream,,,8.2,189.6,,31.3,34.3,1.8,,10.6,63.8,21.0,7.8,22.9,,,5.87,,,,,3.75,230.3,
RBS,LTM_PA,1988-11-26 00:00:00,Stream,Regular,Stream,,,-3.3,104.3,,30.5,31.1,2.4,,17.8,79.1,18.5,4.4,12.1,,,5.05,,,,,4.7,243.4,
STN,LTM_PA,1988-11-26 00:00:00,Stream,Regular,Stream,,,-3.9,113.3,,38.3,32.0,2.2,,13.3,70.2,23.0,1.5,4.0,,,5.14,,,,,4.8,205.1,
WWW,LTM_PA,1988-11-26 00:00:00,Stream,Regular,Stream,,,32.9,167.7,,43.2,32.3,1.8,,19.0,77.5,22.7,0.0,24.3,,,6.41,,,,,4.15,183.6,
STN,LTM_PA,1988-11-25 00:00:00,Stream,Regular,Stream,,,-3.7,113.3,,38.4,30.3,2.1,,12.8,70.8,22.8,2.0,12.5,,,5.15,,,,,5.55,207.4,
STN,LTM_PA,1988-11-24 00:00:00,Stream,Regular,Stream,,,-4.8,113.8,,39.0,30.0,1.9,,13.3,71.3,22.5,2.4,5.2,,,5.11,,,,,4.6,222.0,
WWW,LTM_PA,1988-11-24 00:00:00,Stream,Regular,Stream,,,28.0,164.2,,39.2,32.0,1.5,,17.9,75.8,19.8,1.7,22.5,,,6.26,,,,,4.05,218.8,
BNR,LTM_PA,1988-11-24 00:00:00,Stream,Regular,Stream,,,9.1,72.4,,66.9,22.3,2.0,,18.9,46.6,38.5,7.1,19.6,,,5.78,,,,,4.7,91.2,
RBS,LTM_PA,1988-11-24 00:00:00,Stream,Regular,Stream,,,-6.2,106.8,,31.0,30.9,2.9,,18.1,82.8,19.3,2.3,12.1,,,4.99,,,,,5.05,217.6,
LNN,LTM_PA,1988-11-24 00:00:00,Stream,Regular,Stream,,,4.9,189.6,,34.4,35.6,1.4,,10.6,64.5,19.9,2.7,27.1,,,5.7,,,,,3.7,234.4,
BNR,LTM_PA,1988-11-23 00:00:00,Stream,Regular,Stream,,,6.4,60.9,,66.0,22.3,1.9,,19.0,40.6,37.6,2.7,23.9,,,5.67,,,,,4.7,133.9,
LNN,LTM_PA,1988-11-23 00:00:00,Stream,Regular,Stream,,,4.7,191.9,,34.0,35.8,1.8,,11.7,66.2,20.4,1.5,26.8,,,5.45,,,,,4.71,238.9,
STN,LTM_PA,1988-11-23 00:00:00,Stream,Regular,Stream,,,-5.0,113.3,,40.5,30.6,2.0,,13.4,70.2,22.7,2.4,7.0,,,5.08,,,,,4.5,223.9,
STN,LTM_PA,1988-11-22 00:00:00,Stream,Regular,Stream,,,-5.8,118.3,,40.9,31.5,2.2,,14.0,73.0,23.1,2.0,5.0,,,5.05,,,,,4.4,229.2,
RBS,LTM_PA,1988-11-22 00:00:00,Stream,Regular,Stream,,,-10.3,108.3,,32.7,34.0,3.2,,17.9,81.8,19.5,1.7,10.0,,,4.85,,,,,4.2,233.6,
LNN,LTM_PA,1988-11-22 00:00:00,Stream,Regular,Stream,,,2.3,189.9,,33.2,36.1,1.7,,11.6,65.1,19.0,1.5,28.0,,,5.27,,,,,4.55,244.3,
WWW,LTM_PA,1988-11-22 00:00:00,Stream,Regular,Stream,,,22.5,169.2,,36.7,34.5,1.8,,19.2,77.5,17.8,0.0,20.4,,,6.17,,,,,5.7,198.4,
STN,LTM_PA,1988-11-21 00:00:00,Stream,Regular,Stream,,,-4.9,122.1,,42.8,34.6,2.6,,14.5,74.7,23.6,1.2,5.6,,,4.99,,,,,6.04,233.3,
LNN,LTM_PA,1988-11-21 00:00:00,Stream,Regular,Stream,,,6.6,183.0,,36.2,38.4,3.6,,15.3,66.1,18.0,0.8,23.0,,,5.29,,,,,4.42,242.4,
BNR,LTM_PA,1988-11-21 00:00:00,Stream,Regular,Stream,,,-0.7,104.3,,49.4,29.6,3.7,,16.8,65.6,27.6,0.5,5.4,,,5.01,,,,,4.78,154.5,
RBS,LTM_PA,1988-11-21 00:00:00,Stream,Regular,Stream,,,-15.3,119.3,,36.6,38.6,3.2,,19.2,88.0,21.4,1.4,8.2,,,4.76,,,,,4.3,231.3,
WWW,LTM_PA,1988-11-21 00:00:00,Stream,Regular,Stream,,,24.0,180.4,,37.0,31.0,2.1,,20.5,80.3,18.2,0.7,20.2,,,6.81,,,,,5.32,214.2,
LNN,LTM_PA,1988-11-20 00:00:00,Stream,Regular,Stream,,,-1.7,151.8,,32.3,39.8,5.1,,16.9,53.9,17.8,1.7,19.8,,,4.98,,,,,4.25,229.7,
BNR,LTM_PA,1988-11-20 00:00:00,Stream,Regular,Stream,,,10.6,111.0,,55.2,28.4,4.0,,19.2,62.8,32.5,0.8,14.7,,,5.44,,,,,4.73,136.3,
RBS,LTM_PA,1988-11-20 00:00:00,Stream,Regular,Stream,,,-11.4,113.4,,29.9,38.8,4.7,,18.5,84.7,19.2,0.6,9.6,,,4.76,,,,,4.67,214.9,
WWW,LTM_PA,1988-11-20 00:00:00,Stream,Regular,Stream,,,28.2,228.8,,45.2,40.7,5.0,,25.8,92.3,19.2,1.3,17.1,,,6.18,,,,,5.04,266.2,
1E1-135,LTM_ME,1988-11-19 00:00:00,EPI,Regular,Lake,,,54.9,62.9,,74.0,23.3,3.8,,12.8,32.1,89.2,,0.0,,6.79,,,6.14,,,1.16,45.0,
1E1-133,LTM_ME,1988-11-19 00:00:00,EPI,Regular,Lake,,,46.6,64.4,,78.0,22.3,3.8,,7.2,33.7,101.8,,0.0,,6.74,,,6.18,,,2.36,60.0,
1E1-134,LTM_ME,1988-11-19 00:00:00,EPI,Regular,Lake,,,-28.3,26.7,,89.0,35.6,6.2,,6.1,26.3,107.4,,0.0,,4.61,,,4.54,,,4.56,100.0,
1E1-131,LTM_ME,1988-11-19 00:00:00,EPI,Regular,Lake,,,10.1,34.4,,69.5,19.7,2.5,,6.6,23.9,85.0,,0.0,,6.07,,,5.6,,,1.43,56.5,
1E1-132,LTM_ME,1988-11-19 00:00:00,EPI,Regular,Lake,,,10.2,45.2,,88.0,22.6,2.3,,7.5,30.4,106.4,,0.0,,6.02,,,5.73,,,2.64,77.0,
LNN,LTM_PA,1988-11-19 00:00:00,Stream,Regular,Stream,,,11.1,187.6,,35.3,38.0,2.5,,9.9,66.4,22.6,1.3,21.8,,,5.75,,,,,4.46,228.8,
LNN,LTM_PA,1988-11-18 00:00:00,Stream,Regular,Stream,,,13.4,190.1,,35.3,36.6,1.3,,10.2,66.1,23.3,0.0,21.8,,,6.02,,,,,3.41,228.6,
WWW,LTM_PA,1988-11-18 00:00:00,Stream,Regular,Stream,,,60.8,181.1,,41.2,33.6,0.8,,17.1,77.4,21.4,0.0,24.3,,,6.55,,,,,3.75,173.2,
STN,LTM_PA,1988-11-17 00:00:00,Stream,Regular,Stream,,,0.6,120.8,,42.0,32.7,1.2,,13.9,72.7,25.4,0.3,1.8,,,5.27,,,,,4.5,202.8,
BNR,LTM_PA,1988-11-16 00:00:00,Stream,Regular,Stream,,,9.4,81.3,,68.8,24.3,2.3,,18.0,45.6,38.8,1.0,11.8,,,5.77,,,,,4.7,94.1,
LNN,LTM_PA,1988-11-16 00:00:00,Stream,Regular,Stream,,,8.0,188.5,,35.1,34.8,1.8,,10.7,66.0,23.2,0.7,21.2,,,5.74,,,,,4.15,228.1,
WWW,LTM_PA,1988-11-16 00:00:00,Stream,Regular,Stream,,,63.8,185.1,,41.8,35.5,1.3,,18.5,78.1,22.1,0.3,17.5,,,6.63,,,,,4.43,174.9,
RBS,LTM_PA,1988-11-15 00:00:00,Stream,Regular,Stream,,,2.7,117.3,,35.0,37.4,2.7,,19.1,83.0,21.1,0.7,8.6,,,4.93,,,,,4.43,226.3,
BNR,LTM_PA,1988-11-15 00:00:00,Stream,Regular,Stream,,,10.9,88.3,,66.3,25.8,2.2,,18.2,50.1,37.8,0.7,11.4,,,5.62,,,,,4.54,101.4,
01364959,LTM_CAT,1988-11-15 00:00:00,Stream,Regular,Stream,,,0.0,81.0,,17.8,23.9,1.6,,4.6,51.0,16.2,,29.8,,,5.36,,,,,2.58,124.6,
LNN,LTM_PA,1988-11-15 00:00:00,Stream,Regular,Stream,,,6.1,183.2,,33.9,34.0,1.6,,10.5,65.1,22.7,1.0,19.5,,,5.57,,,,,4.11,229.1,
BNR,LTM_PA,1988-11-14 00:00:00,Stream,Regular,Stream,,,9.1,100.6,,61.7,28.3,3.4,,18.2,58.2,34.1,1.0,10.4,,,5.58,,,,,4.75,135.3,
LNN,LTM_PA,1988-11-14 00:00:00,Stream,Regular,Stream,,,7.2,173.8,,33.1,32.8,1.8,,11.2,59.2,21.7,0.6,16.1,,,5.39,,,,,4.09,222.2,
BNR,LTM_PA,1988-11-13 00:00:00,Stream,Regular,Stream,,,15.9,101.5,,65.8,27.9,3.5,,20.8,53.5,36.8,0.4,15.5,,,5.85,,,,,4.53,108.9,
WWW,LTM_PA,1988-11-13 00:00:00,Stream,Regular,Stream,,,64.1,184.1,,40.6,33.6,1.5,,24.1,76.5,20.3,1.0,17.1,,,6.54,,,,,6.74,179.5,
LNN,LTM_PA,1988-11-13 00:00:00,Stream,Regular,Stream,,,9.7,164.2,,32.9,33.3,2.2,,13.2,56.6,21.0,4.3,13.9,,,5.39,,,,,4.35,221.6,
RBS,LTM_PA,1988-11-13 00:00:00,Stream,Regular,Stream,,,-2.0,114.8,,32.1,36.9,4.0,,19.5,81.4,20.0,0.4,11.2,,,4.93,,,,,4.29,221.2,
LNN,LTM_PA,1988-11-12 00:00:00,Stream,Regular,Stream,,,15.5,184.4,,,33.3,,,13.3,61.2,22.9,,,,,5.87,,,,,,,
BNR,LTM_PA,1988-11-12 00:00:00,Stream,Regular,Stream,,,13.6,79.3,,70.5,22.5,2.1,,20.5,45.2,41.9,0.3,10.7,,,5.9,,,,,6.85,78.5,
STN,LTM_PA,1988-11-12 00:00:00,Stream,Regular,Stream,,,2.7,123.8,,43.4,32.9,4.2,,15.1,71.8,26.2,0.3,5.7,,,5.24,,,,,4.59,192.0,
WWW,LTM_PA,1988-11-12 00:00:00,Stream,Regular,Stream,,,64.9,178.1,,39.2,31.5,0.8,,19.0,71.4,21.5,0.7,17.5,,,6.57,,,,,6.6,161.8,
LNN,LTM_PA,1988-11-11 00:00:00,Stream,Regular,Stream,,,11.4,182.2,,34.7,35.3,1.4,,11.7,60.8,22.1,0.0,19.3,,,5.68,,,,,5.8,236.1,
BNR,LTM_PA,1988-11-11 00:00:00,Stream,Regular,Stream,,,11.8,80.3,,66.3,23.1,1.6,,23.8,46.0,39.4,0.3,8.6,,,5.91,,,,,6.59,85.2,
WWW,LTM_PA,1988-11-11 00:00:00,Stream,Regular,Stream,,,65.8,176.1,,42.0,34.1,1.3,,19.4,70.7,21.1,10.1,17.9,,,6.8,,,,,7.51,183.0,
WWW,LTM_PA,1988-11-10 00:00:00,Stream,Regular,Stream,,,64.6,184.1,,42.6,34.5,1.9,,20.5,70.8,21.5,0.7,20.4,,,6.81,,,,,6.65,177.0,
RBS,LTM_PA,1988-11-10 00:00:00,Stream,Regular,Stream,,,-2.5,121.3,,36.1,36.9,2.0,,,84.7,20.3,0.3,8.2,,,5.05,,,,,6.21,244.6,
LNN,LTM_PA,1988-11-10 00:00:00,Stream,Regular,Stream,,,12.8,181.1,,34.9,34.4,1.5,,11.9,60.7,22.9,0.4,16.8,,,5.86,,,,,6.47,239.2,
STN,LTM_PA,1988-11-10 00:00:00,Stream,Regular,Stream,,,6.3,125.7,,47.1,30.6,1.2,,21.6,70.0,27.2,0.0,2.5,,,5.4,,,,,6.46,207.4,
BNR,LTM_PA,1988-11-10 00:00:00,Stream,Regular,Stream,,,40.7,84.3,,68.6,24.2,1.6,,20.2,47.7,37.9,0.7,10.3,,,5.72,,,,,6.42,101.6,
WWW,LTM_PA,1988-11-09 00:00:00,Stream,Regular,Stream,,,71.5,185.1,,42.6,32.7,1.4,,20.5,73.5,21.5,0.3,14.3,,,6.83,,,,,6.15,183.8,
BNR,LTM_PA,1988-11-09 00:00:00,Stream,Regular,Stream,,,16.0,90.8,,66.9,25.4,2.3,,19.9,51.1,37.8,0.3,12.1,,,5.66,,,,,6.53,111.0,
LNN,LTM_PA,1988-11-09 00:00:00,Stream,Regular,Stream,,,10.2,178.6,,35.5,32.7,1.2,,11.3,60.3,22.2,0.7,18.6,,,5.66,,,,,5.55,236.3,
BNR,LTM_PA,1988-11-08 00:00:00,Stream,Regular,Stream,,,9.5,97.8,,67.7,29.6,2.9,,19.7,55.3,35.3,1.7,7.1,,,5.51,,,,,6.71,131.6,
WWW,LTM_PA,1988-11-08 00:00:00,Stream,Regular,Stream,,,76.0,197.1,,43.2,34.3,1.0,,22.1,75.8,22.3,0.3,12.5,,,6.76,,,,,6.43,185.1,
STN,LTM_PA,1988-11-08 00:00:00,Stream,Regular,Stream,,,4.7,126.4,,50.5,34.0,2.2,,16.2,69.8,27.1,1.0,9.5,,,5.27,,,,,6.91,211.1,
LNN,LTM_PA,1988-11-07 00:00:00,Stream,Regular,Stream,,,8.1,191.6,,35.5,35.4,1.8,,12.5,60.8,23.3,0.7,25.7,,,5.54,,,,,5.03,240.3,
WWW,LTM_PA,1988-11-07 00:00:00,Stream,Regular,Stream,,,81.1,119.8,,43.7,34.1,1.5,,22.7,75.4,21.2,0.3,8.6,,,6.78,,,,,5.15,187.6,
BNR,LTM_PA,1988-11-07 00:00:00,Stream,Regular,Stream,,,11.5,116.3,,59.5,29.2,3.0,,20.8,64.2,30.1,0.3,3.6,,,5.55,,,,,4.3,155.9,
RBS,LTM_PA,1988-11-07 00:00:00,Stream,Regular,Stream,,,-3.1,133.4,,41.7,43.0,3.3,,25.7,97.3,22.2,0.9,7.4,,,5.14,,,,,7.32,267.5,
STN,LTM_PA,1988-11-07 00:00:00,Stream,Regular,Stream,,,4.8,116.7,,50.4,34.7,2.1,,16.8,71.6,26.8,2.0,3.6,,,5.28,,,,,6.32,216.3,
LNN,LTM_PA,1988-11-06 00:00:00,Stream,Regular,Stream,,,0.7,159.7,,36.4,37.6,2.7,,13.1,53.5,18.8,0.3,15.0,,,5.19,,,,,3.2,229.3,
BNR,LTM_PA,1988-11-06 00:00:00,Stream,Regular,Stream,,,2.9,133.2,,55.9,32.2,4.8,,22.4,75.2,26.0,0.7,3.2,,,5.31,,,,,3.93,191.1,
RBS,LTM_PA,1988-11-06 00:00:00,Stream,Regular,Stream,,,-8.6,136.5,,44.1,44.1,3.6,,29.5,102.0,22.2,1.9,8.6,,,4.87,,,,,6.07,278.9,
WWW,LTM_PA,1988-11-06 00:00:00,Stream,Regular,Stream,,,79.4,191.6,,45.5,39.8,2.5,,24.7,82.8,21.2,0.6,9.4,,,6.7,,,,,3.62,206.2,
STN,LTM_PA,1988-11-06 00:00:00,Stream,Regular,Stream,,,6.2,135.5,,49.7,36.9,2.9,,17.8,75.3,24.2,2.6,2.8,,,5.22,,,,,6.94,228.3,
LNN,LTM_PA,1988-11-05 00:00:00,Stream,Regular,Stream,,,13.2,157.6,,34.8,35.4,3.9,,23.3,55.9,18.0,0.4,12.9,,,5.7,,,,,2.57,212.2,
WWW,LTM_PA,1988-11-05 00:00:00,Stream,Regular,Stream,,,87.1,209.4,,47.6,40.4,4.2,,32.1,83.3,21.0,0.3,10.5,,,6.53,,,,,4.15,200.1,
WWW,LTM_PA,1988-11-04 00:00:00,Stream,Regular,Stream,,,99.6,206.6,,,40.7,1.1,,24.0,78.7,24.9,0.0,9.3,,,6.92,,,,,3.87,165.9,
LNN,LTM_PA,1988-11-04 00:00:00,Stream,Regular,Stream,,,22.5,186.6,,34.4,39.5,1.5,,13.6,61.3,22.4,0.0,15.7,,,6.16,,,,,3.96,217.8,
1A1-052,LTM_ALTM,1988-11-04 00:00:00,OUT,Regular,Lake,,,79.9,186.1,,12.6,32.7,3.8,5.1,11.0,48.6,47.9,0.6,6.5,,,6.61,,,,,2.84,143.0,1.5
RBS,LTM_PA,1988-11-04 00:00:00,Stream,Regular,Stream,,,22.8,128.2,,31.9,33.1,2.4,,20.9,83.0,21.6,,,,,5.93,,,,,,207.0,
