SITE_ID,PROGRAM_ID,DATE_SMP,SAMPLE_LOCATION,SAMPLE_TYPE,WATERBODY_TYPE,SAMPLE_DEPTH,TIME_SMP,ANC_UEQ_L,CA_UEQ_L,CHL_A_UG_L,CL_UEQ_L,COND_UM_CM,DOC_MG_L,F_UEQ_L,K_UEQ_L,MG_UEQ_L,NA_UEQ_L,NH4_UEQ_L,NO3_UEQ_L,N_TD_UEQ_L,PH_EQ,PH_FLD,PH_LAB,PH_STVL,P_TL_UEQ_L,SECCHI_M,SIO2_MG_L,SO4_UEQ_L,WTEMP_DEG_C
1A1-071,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.0,1300,219.61,206.586,,8.742,39.06,3.598,5.05344,9.472,98.76,46.11,0.3324,0.0161,,7.42,,7.173,,,,8.6,111.904,
ME-4474,LTM_ME,1995-09-12 00:00:00,EPI,Regular,Lake,,,-40.4,12.0,,40.0,24.8,5.6,,6.1,16.5,42.2,,0.0,211.0,4.44,,4.45,4.45,9.0,,0.13,46.0,18.0
04253639,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Stream,0.0,1340,18.41,112.275,,10.152,25.86,5.213,5.63248,6.4,45.265,38.28,0.4986,6.2468,,5.87,,5.701,,,,4.32,149.968,
020138,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.0,0940,-24.28,28.942,,6.768,18.06,7.258,0.63168,6.912,11.522,4.35,1.2188,0.0483,,4.51,,4.444,,,,0.21,50.544,
020058,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.0,0905,28.36,116.267,,9.306,23.95,12.579,4.2112,7.168,48.557,25.665,0.554,0.0483,,5.72,,5.459,,,,1.69,112.112,
1A1-107,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.5,1110,-52.6,23.453,,9.588,28.46,15.567,0.89488,4.352,23.044,6.96,0.3324,0.0483,,4.2,,4.164,,,,0.32,51.168,
1A1-029,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.0,1140,164.0,171.157,,11.844,28.95,5.481,4.10592,7.424,57.61,40.89,0.0554,0.0483,,7.15,,6.854,,,,2.69,73.424,
020059,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.5,0920,26.73,89.82,,38.07,23.06,8.36,5.63248,8.704,45.265,40.89,0.831,0.0161,,6.09,,5.976,,,,0.23,96.72,
020188,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.5,1215,-0.36,30.938,,4.23,10.5,3.098,0.73696,5.632,21.398,1.305,-0.2216,0.0483,,5.27,,5.158,,,,0.13,50.128,
1A1-112,LTM_ALTM,1995-09-12 00:00:00,IN,Regular,Lake,0.0,1355,11.44,77.345,,10.152,21.4,4.79,5.31664,7.168,34.566,35.67,2.3822,1.0465,,5.76,,5.624,,,,0.29,124.8,
04253740,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Stream,0.0,1125,58.6,122.754,,7.05,24.93,2.864,6.47472,8.704,43.619,36.105,0.9418,10.9963,,6.81,,6.62,,,,3.75,116.48,
1A1-109,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.0,1135,106.28,155.688,,13.536,29.35,3.243,8.21184,11.008,50.203,41.76,0.1662,8.0178,,7.19,,6.909,,,,5.99,106.288,
040576,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.0,1230,36.68,117.265,,8.178,20.34,3.491,2.05296,5.376,22.221,19.14,0.3878,2.093,,6.62,,6.39,,,,1.36,108.16,
1E1-060,LTM_ME,1995-09-12 00:00:00,EPI,Regular,Lake,,,100.9,135.7,,74.0,28.7,5.2,,8.4,44.4,71.8,,0.0,306.0,7.2,,6.95,6.45,8.0,,0.94,51.0,18.0
030172,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.5,1100,-0.61,33.433,,6.768,10.89,6.794,1.63184,8.96,13.991,2.175,0.3324,0.0161,,5.06,,4.965,,,,0.23,33.696,
030171,LTM_ALTM,1995-09-12 00:00:00,EPI,Regular,Lake,0.5,1045,-19.19,20.958,,6.486,15.41,7.89,1.5792,8.448,13.168,2.61,1.108,0.0161,,4.63,,4.549,,,,0.28,36.4,
1A1-105,LTM_ALTM,1995-09-11 00:00:00,EPI,Regular,Lake,0.0,1220,92.11,128.742,,9.024,25.15,2.652,6.68528,8.96,41.973,34.365,1.2188,11.3666,,6.91,,6.721,,,,3.23,108.368,
1A1-103,LTM_ALTM,1995-09-11 00:00:00,EPI,Regular,Lake,0.0,1030,8.69,89.82,,9.588,20.89,2.605,3.57952,7.168,26.336,25.665,1.3296,17.9837,,5.67,,5.694,,,,3.53,111.28,
1A2-077,LTM_ALTM,1995-09-11 00:00:00,EPI,Regular,Lake,0.0,1220,107.66,161.177,,7.614,26.5,2.826,0.89488,1.792,31.274,36.975,0.831,0.0483,,7.14,,7.298,,,,4.74,106.08,
1A1-052,LTM_ALTM,1995-09-11 00:00:00,EPI,Regular,Lake,0.0,1400,78.71,149.7,,10.152,27.48,4.109,5.94832,6.4,46.911,32.625,1.108,0.0483,,6.86,,6.755,,,,1.95,127.504,
1A1-111,LTM_ALTM,1995-09-11 00:00:00,IN,Regular,Lake,0.0,1115,-32.29,32.435,,2.82,21.28,6.615,2.00032,1.536,12.345,14.79,0.554,0.0483,,4.43,,4.465,,,,0.81,80.912,
1A1-102,LTM_ALTM,1995-09-11 00:00:00,EPI,Regular,Lake,0.0,1035,47.94,105.788,,6.768,17.96,2.749,1.73712,1.792,23.867,20.445,0.831,0.0483,,6.69,,6.621,,,,1.38,85.696,
04253635,LTM_ALTM,1995-09-11 00:00:00,EPI,Regular,Stream,0.0,1040,-16.65,43.912,,3.948,21.47,4.445,2.57936,4.352,15.637,18.705,0.3324,8.4042,,4.63,,4.656,,,,2.48,95.264,
04253712,LTM_ALTM,1995-09-11 00:00:00,EPI,Regular,Stream,0.0,1150,190.05,210.578,,10.152,35.4,7.977,10.15952,11.264,65.84,57.855,0.9418,7.9373,,7.23,,6.974,,,,7.44,87.984,
1A2-028,LTM_ALTM,1995-09-11 00:00:00,EPI,Regular,Lake,0.0,0930,142.93,222.554,,12.972,36.8,4.861,2.31616,3.84,60.902,38.715,1.2188,10.5616,,7.17,,6.919,,,,6.06,157.456,
1E1-132,LTM_ME,1995-09-10 00:00:00,EPI,Regular,Lake,,,9.3,43.4,,83.0,21.3,1.9,,6.6,28.0,100.1,,0.0,92.0,6.28,,6.05,5.9,3.0,,2.74,68.0,
1E1-131,LTM_ME,1995-09-10 00:00:00,EPI,Regular,Lake,,,10.1,33.4,,59.0,17.0,2.5,,5.9,22.2,81.3,,0.0,193.0,6.28,,6.05,5.82,4.0,,0.3,50.0,
1E1-133,LTM_ME,1995-09-10 00:00:00,EPI,Regular,Lake,,,45.6,58.9,,71.0,22.2,3.2,,6.4,31.3,100.1,,0.0,187.0,6.85,,6.68,6.4,8.0,,2.12,52.0,
1E1-135,LTM_ME,1995-09-10 00:00:00,EPI,Regular,Lake,,,57.7,76.3,,70.0,23.5,5.9,,7.4,36.2,91.8,,0.0,331.0,6.94,,6.76,6.76,11.0,,0.84,49.0,
1E1-134,LTM_ME,1995-09-10 00:00:00,EPI,Regular,Lake,,,-13.4,30.9,,71.0,26.0,3.4,,3.6,23.0,104.4,,0.0,164.0,4.85,,4.81,4.84,7.0,,2.72,92.0,
1A1-087,LTM_ALTM,1995-09-06 00:00:00,IN,Regular,Lake,0.0,1400,156.99,249.999,,8.178,33.85,4.07,4.2112,5.888,43.619,14.355,1.2188,5.7638,,7.22,,7.202,,,,3.31,115.232,
1A1-017,LTM_ALTM,1995-09-06 00:00:00,IN,Regular,Lake,0.0,1200,5.0,78.343,,9.024,20.99,4.83,4.10592,7.68,24.69,24.795,0.7202,5.2808,,5.31,,5.259,,,,2.14,121.264,
1A3-001,LTM_ALTM,1995-09-06 00:00:00,EPI,Regular,Lake,0.0,1040,76.04,130.738,,7.614,26.7,6.896,4.10592,7.68,58.433,34.8,0.1662,0.0161,,6.99,,6.736,,,,1.91,123.552,
04253630,LTM_ALTM,1995-09-06 00:00:00,EPI,Regular,Stream,0.0,1315,85.87,133.233,,12.69,27.57,4.663,5.63248,8.96,42.796,48.72,1.2188,6.6332,,6.95,,6.289,,,,6.56,120.016,
04253660,LTM_ALTM,1995-09-06 00:00:00,EPI,Regular,Stream,0.0,1330,134.3,193.612,,9.588,32.5,3.067,7.896,8.96,60.902,28.275,-0.0554,13.0732,,7.35,,6.797,,,,6.4,112.112,
050215,LTM_ALTM,1995-09-06 00:00:00,EPI,Regular,Lake,0.0,1155,85.72,157.684,,20.586,26.02,17.119,2.57936,1.536,47.734,44.37,0.554,0.0483,,6.92,,6.274,,,,3.27,73.84,
050649,LTM_ALTM,1995-09-06 00:00:00,EPI,Regular,Lake,0.0,1510,-8.81,54.89,,10.434,21.28,9.42,4.79024,6.4,31.274,20.445,0.9418,0.0483,,4.75,,4.753,,,,2.06,87.776,
070728,LTM_ALTM,1995-09-06 00:00:00,EPI,Regular,Stream,0.0,1320,41.81,80.339,,7.896,20.31,2.506,2.42144,5.12,41.973,37.845,0.3324,0.0483,,6.75,,6.318,,,,2.25,107.328,
1A2-078,LTM_ALTM,1995-09-06 00:00:00,EPI,Regular,Lake,0.0,1305,3.09,69.86,,6.204,17.99,2.018,1.94768,1.792,29.628,27.84,0.831,0.0483,,5.79,,5.564,,,,0.47,115.648,
01434025,LTM_CAT,1995-09-05 09:50:00,Stream,Regular,Stream,,,34.1,136.46,,24.82,26.0,0.764953158779726,,4.94,51.6,21.8,,26.58,,,,6.49,,,,44.26,120.44,13.1
1A1-106,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Lake,0.0,1330,11.67,95.309,,9.588,21.14,2.85,3.948,6.912,28.805,26.535,-1.8282,16.1322,,6.16,,6.034,,,,4.1,111.904,
050706,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Lake,0.0,1150,3.0,72.355,,4.512,17.59,4.051,0.73696,0.512,18.106,20.445,-1.108,4.7978,,5.34,,5.246,,,,5.08,98.8,
060315A,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Stream,0.0,1300,59.75,155.189,,10.716,31.52,7.667,5.0008,9.728,60.902,45.675,0.554,0.0161,,6.9,,6.699,,,,3.8,131.872,
1A2-076,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Lake,0.5,1130,2.19,45.409,,5.358,9.88,4.886,0.89488,4.096,9.053,2.175,-1.939,0.0161,,5.28,,5.355,,,,0.25,41.6,
020265,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Lake,0.0,1420,70.66,99.8,,9.306,20.85,4.091,0.7896,2.56,29.628,36.105,2.9916,4.6046,,7.03,,6.21,,,,8.36,78.208,
1A1-110,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Lake,0.0,1345,65.8,116.766,,9.588,23.61,3.047,5.5272,7.68,37.858,33.495,-1.7174,3.3327,,6.97,,6.792,,,,3.19,102.752,
040826,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Lake,0.0,1115,42.46,107.285,,20.868,23.22,2.903,3.47424,6.4,35.389,33.495,-1.3296,1.3524,,6.53,,6.388,,,,0.36,106.704,
060182,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Lake,0.0,1440,112.99,197.105,,9.024,31.91,3.052,3.4216,5.632,33.743,26.535,7.479,14.5705,,7.16,,6.8,,,,5.08,125.84,
050707,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Lake,0.0,1310,9.01,77.345,,6.486,19.07,3.996,0.7896,1.792,21.398,20.445,2.216,17.0016,,5.37,,5.297,,,,5.61,93.392,
1A1-059,LTM_ALTM,1995-09-05 00:00:00,EPI,Regular,Lake,0.0,1200,77.83,149.201,,10.434,31.22,6.235,6.00096,8.704,62.548,44.37,1.4958,16.1483,,6.79,,6.756,,,,7.82,135.2,
LNN,LTM_PA,1995-08-31 00:00:00,Stream,Regular,Stream,,,121.2,295.907,,33.8682,41.2,2.36,,18.304,74.4815,19.14,0.0554,25.277,,,,5.43,,,,4.25,226.72,
WWW,LTM_PA,1995-08-31 00:00:00,Stream,Regular,Stream,,,89.5,221.556,,51.324,36.0,1.44,,12.1856,99.583,21.315,0.1662,48.622,,,,5.49,,,,4.99,161.408,
1A1-089,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1030,9.91,88.822,,8.742,20.11,3.231,4.05328,8.704,26.336,19.14,1.108,15.3594,,5.75,,5.807,,,,1.94,109.616,
1A3-048,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1120,51.45,80.838,,7.05,20.89,5.131,6.00096,8.192,33.743,47.85,-0.2216,-0.0966,,6.52,,6.407,,,,2.66,94.848,
040887,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1213,22.78,58.882,,3.948,14.35,11.603,3.31632,0.768,26.336,29.58,0.1662,-0.0966,,5.81,,5.571,,,,2.66,57.2,
040707,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1110,74.7,105.289,,8.46,22.26,3.972,5.5272,8.704,37.858,40.89,-0.3324,-0.0966,,6.56,,6.569,,,,4.59,87.152,
041007,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1130,12.71,85.329,,8.46,20.99,3.1,3.05312,6.656,32.92,29.145,0.6648,22.6366,,5.8,,5.866,,,,3.96,104.832,
040874,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1203,-1.76,66.367,,7.332,17.77,0.346,2.26352,4.608,23.044,18.27,2.77,12.2038,,5.47,,5.503,,,,3.34,103.792,
040186,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1055,-11.01,32.435,,8.178,19.43,3.942,1.78976,9.216,12.345,16.53,0.4986,3.0107,,4.76,,4.738,,,,0.92,90.896,
040210,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1045,-8.59,61.377,,8.178,21.77,1.124,3.84272,6.912,16.46,18.27,2.8808,19.9479,,4.88,,4.902,,,,2.13,115.232,
040850,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1155,20.18,87.824,,8.46,18.94,2.864,2.47408,5.376,32.92,16.965,0.1662,1.4168,,6.16,,6.028,,,,0.1,110.448,
1A3-065,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1135,2.45,68.862,,8.178,17.77,1.324,2.57936,5.12,24.69,22.185,-0.6094,22.4434,,5.54,,5.654,,,,3.29,90.896,
1C1-091,LTM_VT,1995-08-30 00:00:00,EPI,Regular,Lake,1.0,,54.0,84.8,,6.4,17.6,,,2.5,42.8,22.8,,0.0,,,6.7,,,,2.2,0.78,68.3,18.1
070859,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1350,15.93,67.365,,6.768,15.81,2.458,2.42144,3.84,24.69,23.49,-0.2216,0.0161,,5.99,,6.003,,,,1.94,84.448,
050669,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1230,-8.36,47.405,,4.794,14.45,1.799,1.10544,4.096,14.814,6.525,-0.1108,0.0161,,4.99,,4.888,,,,0.39,75.712,
040704,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1115,4.85,50.399,,6.768,15.42,2.456,2.8952,5.12,18.929,28.275,-0.3324,-0.0966,,5.65,,5.593,,,,0.44,90.272,
1A2-066,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1340,1.65,68.862,,7.896,17.47,1.58,1.68448,3.84,25.513,18.705,1.108,8.1627,,5.58,,5.352,,,,1.65,100.048,
040852,LTM_ALTM,1995-08-30 00:00:00,EPI,Regular,Lake,0.5,1150,7.39,65.868,,9.024,16.99,3.979,2.00032,4.608,26.336,20.88,0.6094,-0.0966,,5.56,,5.568,,,,0.68,96.304,
01434025,LTM_CAT,1995-08-29 10:01:00,Stream,Regular,Stream,,,34.2,139.8,,22.61,23.8,0.67475378332933,,4.77,50.4,20.8,,24.86,,,,6.28,,,,47.16,115.9,13.9
01434025,LTM_CAT,1995-08-22 09:10:00,Stream,Regular,Stream,,,36.1,135.76,,21.82,25.0,0.709704539995196,,5.44,49.2,21.1,,27.53,,,,6.48,,,,51.47,115.04,15.2
01364959,LTM_CAT,1995-08-16 21:19:00,Stream,Regular,Stream,,,9.3,90.0,,15.96,20.4,1.536632236368,,7.87,48.6,21.6,,17.64,,,,5.95,,,,47.1,108.76,
01434025,LTM_CAT,1995-08-15 10:50:00,Stream,Regular,Stream,,,40.0,142.6,,20.43,24.9,0.742613499879894,,5.39,49.6,20.4,,23.8,,,,6.5,,,,49.99,114.82,16.8
01364959,LTM_CAT,1995-08-10 12:50:00,Stream,Regular,Stream,,,11.3333,108.8,,16.6167,20.3,1.10989670910401,,5.67,51.2,15.5333,,17.3167,,,,5.8336,,,,54.29,114.2534,13.1
ME-9999,LTM_ME,1995-08-10 00:00:00,EPI,Regular,Lake,,,28.5,44.4,,30.0,16.6,3.5,,5.4,23.0,72.6,,0.0,216.0,6.6,,6.4,6.15,15.0,,0.56,56.0,25.0
ME-4575,LTM_ME,1995-08-10 00:00:00,EPI,Regular,Lake,,,44.6,72.9,,60.0,23.8,4.1,,6.4,34.5,99.2,,0.0,210.0,6.77,,6.49,6.39,6.0,,3.77,72.0,25.0
0143400680,LTM_CAT,1995-08-09 08:44:00,Stream,Regular,Stream,,,-8.4,63.4,,15.28,19.1,1.5158539514773,,5.45,45.0,17.3,,12.66,,,,5.17,,,,47.64,105.44,12.5
ME-4474,LTM_ME,1995-08-09 00:00:00,EPI,Regular,Lake,,,-41.4,5.5,,35.0,24.0,5.8,,5.4,14.8,38.3,,0.0,323.0,4.47,,4.42,4.43,10.0,,0.09,45.0,26.0
1E1-060,LTM_ME,1995-08-09 00:00:00,EPI,Regular,Lake,,,101.0,135.2,,66.0,27.1,5.3,,7.2,42.8,69.2,,0.0,283.0,7.21,,7.06,6.82,5.0,,0.99,49.0,25.0
ME-4778,LTM_ME,1995-08-09 00:00:00,EPI,Regular,Lake,,,3.7,23.0,,24.0,10.4,3.3,,5.1,14.8,39.6,,0.0,235.0,5.76,,5.66,5.53,6.0,,0.09,39.0,25.0
01434025,LTM_CAT,1995-08-08 14:48:00,Stream,Regular,Stream,,,33.3,138.8,,17.96,24.3,1.32728801345184,,5.05,48.0,19.8,,24.35,,,,6.46,,,,43.91,113.52,
01434025,LTM_CAT,1995-08-08 09:30:00,Stream,Regular,Stream,,,40.7,139.2,,18.41,24.3,0.927576267115061,,5.25,49.6,11.8,,25.05,,,,6.61,,,,46.68,114.0,15.3
04253712,LTM_ALTM,1995-08-08 00:00:00,EPI,Regular,Stream,0.0,1230,200.06,217.065,,9.588,37.99,8.115,10.05424,12.032,69.132,53.94,-0.277,10.8031,,7.21,,6.927,,,,8.26,83.408,
04253635,LTM_ALTM,1995-08-08 00:00:00,EPI,Regular,Stream,0.0,1025,-29.39,35.928,,5.922,25.79,5.576,2.632,4.608,13.991,17.835,-0.4986,5.4418,,4.44,,4.411,,,,1.91,97.552,
1A1-109,LTM_ALTM,1995-08-08 00:00:00,EPI,Regular,Lake,0.0,1215,101.81,146.207,,13.254,29.86,3.024,7.31696,11.264,48.557,40.02,-0.0554,10.5938,,7.09,,6.898,,,,5.88,108.368,
1A1-103,LTM_ALTM,1995-08-08 00:00:00,EPI,Regular,Lake,0.0,1220,4.77,85.828,,9.588,21.43,2.805,3.47424,7.68,27.159,25.23,-0.0554,18.998,,5.56,,5.581,,,,4.06,111.904,
1A1-111,LTM_ALTM,1995-08-08 00:00:00,IN,Regular,Lake,0.0,1100,-40.41,33.932,,5.64,25.49,7.079,2.21088,4.096,13.168,16.095,-0.6094,0.1127,,4.39,,4.361,,,,1.24,92.352,
04253639,LTM_ALTM,1995-08-08 00:00:00,EPI,Regular,Stream,0.0,1150,1.24,90.818,,8.46,24.5,7.735,5.15872,5.632,35.389,30.45,0.831,3.22,,5.11,,5.092,,,,3.26,127.296,
04253740,LTM_ALTM,1995-08-08 00:00:00,EPI,Regular,Stream,0.0,1200,64.31,103.293,,7.614,23.61,2.436,5.68512,8.192,40.327,33.495,0.554,6.5849,,6.67,,6.556,,,,1.98,98.592,
