SITE_ID,PROGRAM_ID,DATE_SMP,SAMPLE_LOCATION,SAMPLE_TYPE,WATERBODY_TYPE,SAMPLE_DEPTH,TIME_SMP,ANC_UEQ_L,CA_UEQ_L,CHL_A_UG_L,CL_UEQ_L,COND_UM_CM,DOC_MG_L,F_UEQ_L,K_UEQ_L,MG_UEQ_L,NA_UEQ_L,NH4_UEQ_L,NO3_UEQ_L,N_TD_UEQ_L,PH_EQ,PH_FLD,PH_LAB,PH_STVL,P_TL_UEQ_L,SECCHI_M,SIO2_MG_L,SO4_UEQ_L,WTEMP_DEG_C
070728,LTM_ALTM,2003-03-05 00:00:00,EPI,Regular,Stream,0.0,1100,7.77,70.858,,10.716,20.7,2.239,2.8952,5.632,33.743,30.885,1.8282,18.193,,5.62,,5.45,,,,5.91,102.96,
050215,LTM_ALTM,2003-03-05 00:00:00,EPI,Regular,Lake,0.0,1215,69.16,136.227,,18.048,25.9,5.112,2.05296,3.072,41.973,40.89,4.3212,4.3148,,6.84,,5.992,,,,6.28,97.552,
050649,LTM_ALTM,2003-03-05 00:00:00,EPI,Regular,Lake,0.5,1340,-3.46,83.333,,13.254,28.21,14.201,6.15888,9.472,47.734,26.535,9.5842,4.8622,,4.75,,4.689,,,,5.47,104.832,
060315A,LTM_ALTM,2003-03-05 00:00:00,EPI,Regular,Stream,0.0,1202,21.06,103.293,,9.306,26.63,4.732,4.26384,9.472,46.088,39.585,3.1578,25.8405,,5.88,,5.359,,,,10.08,128.96,
1A2-078,LTM_ALTM,2003-03-05 00:00:00,EPI,Regular,Lake,0.0,1110,1.68,68.363,,10.434,21.5,2.314,2.8952,5.888,30.451,29.145,2.2714,18.6599,,5.29,,5.198,,,,5.55,100.256,
040826,LTM_ALTM,2003-03-05 00:00:00,EPI,Regular,Lake,0.0,1055,33.11,108.283,,17.484,22.9,2.928,3.47424,7.68,33.743,33.93,2.6592,15.9712,,6.52,,6.1,,,,3.22,98.176,
01434025,LTM_CAT,2003-03-04 16:30:00,Stream,Regular,Stream,,,25.4982051849365,111.980003356934,,14.328800201416,21.2999992370605,1.31869997624277,,3.25999999046326,40.560001373291,13.6999998092651,0.195041999220848,20.1758003234863,,,,6.34932518005371,,,,33.3699989318848,96.4431991577148,0.1
1A1-109,LTM_ALTM,2003-03-04 00:00:00,EPI,Regular,Lake,0.0,1130,101.8,129.241,,12.69,30.9,3.494,7.52752,11.264,52.672,48.72,3.7672,20.1733,,7.11,,6.332,,,,9.44,110.448,
030171,LTM_ALTM,2003-03-04 00:00:00,EPI,Regular,Lake,0.5,0950,-8.73,27.944,,5.922,16.4,9.139,1.00016,10.752,14.814,5.22,13.4068,2.7048,,4.73,,4.695,,,,0.67,35.36,
030172,LTM_ALTM,2003-03-04 00:00:00,EPI,Regular,Lake,0.5,1000,195.29,141.716,,4.794,27.4,6.942,1.10544,13.568,72.424,4.785,23.8774,2.0769,,7.31,,6.371,,,,0.5,34.944,
1A1-071,LTM_ALTM,2003-03-04 00:00:00,EPI,Regular,Lake,0.5,1130,228.4,181.636,,9.024,40.3,3.921,3.10576,11.264,100.406,50.025,0.4432,16.5347,,7.43,,6.721,,,,10.3,101.088,
030255,LTM_ALTM,2003-03-04 00:00:00,EPI,Regular,Stream,0.0,1110,225.3,178.143,,8.742,39.9,3.75,2.84256,11.008,100.406,49.59,0.4432,15.7941,,7.47,,6.683,,,,12.96,99.216,
020058,LTM_ALTM,2003-03-04 00:00:00,EPI,Regular,Lake,0.5,1245,72.98,123.752,,11.844,29.5,14.621,5.05344,13.568,65.84,35.67,12.6866,8.694,,6.36,,5.835,,,,6.76,101.92,
020059,LTM_ALTM,2003-03-04 00:00:00,EPI,Regular,Lake,0.5,1310,61.82,101.796,,17.766,24.3,8.147,4.05328,11.264,55.964,36.105,5.4292,2.7048,,6.71,,6.225,,,,1.54,86.32,
04253740,LTM_ALTM,2003-03-04 00:00:00,EPI,Regular,Stream,0.0,1120,21.89,99.8,,9.024,24.5,2.882,4.4744,10.496,41.15,37.41,6.371,21.8638,,6.89,,6.352,,,,4.09,91.104,
1A1-112,LTM_ALTM,2003-03-04 00:00:00,IN,Regular,Lake,0.0,1255,35.8,73.852,,7.332,21.8,5.946,4.94816,8.192,31.274,33.495,13.019,9.9015,,6.41,,5.46,,,,9.37,92.56,
04253639,LTM_ALTM,2003-03-04 00:00:00,EPI,Regular,Stream,0.0,1240,40.37,77.844,,7.332,21.8,7.476,4.52704,7.936,32.097,32.19,16.5646,9.0965,,6.33,,5.635,,,,8.97,90.688,
0143400680,LTM_CAT,2003-03-03 12:45:00,Stream,Regular,Stream,,,-0.662453413009644,62.2999992370606,,13.9652004241943,18.6000003814697,1.30220001316002,,4.61999988555908,45.0999984741211,13.3999996185303,1.11923396587372,27.4372997283936,,,,5.2175178527832,,,,34.9700012207031,104.954597473145,-0.2
01434025,LTM_CAT,2003-03-03 11:00:00,Stream,Regular,Stream,,,20.2695465087891,108.199996948242,,14.7091999053955,19.2700004577637,1.10819997794348,,3.32999992370605,40.2599983215332,13.3999996185303,0.652638971805572,24.5501003265381,,,,6.15265607833862,,,,32.2999992370605,109.879402160645,-0.2
01434021,LTM_CAT,2003-03-03 10:15:00,Stream,Regular,Stream,,,-1.70952248573303,53.5800018310547,,12.6076002120972,19.2900009155273,1.45649998170265,,4.53000020980835,38.1800003051758,11.6000003814697,0.831659018993378,23.0480995178223,,,,5.03034687042236,,,,33.6800003051758,109.475196838379,-0.3
1A1-103,LTM_ALTM,2003-03-03 00:00:00,EPI,Regular,Lake,0.0,1150,13.16,94.311,,10.716,23.0,4.338,4.7376,8.96,28.805,32.625,3.8226,18.6921,,5.76,,5.54,,,,6.48,108.576,
1A1-106,LTM_ALTM,2003-03-03 00:00:00,EPI,Regular,Lake,0.0,1100,15.35,90.818,,11.562,22.2,4.123,4.52704,8.192,28.805,31.32,2.8808,17.7744,,5.85,,5.623,,,,6.27,104.416,
1A1-110,LTM_ALTM,2003-03-03 00:00:00,EPI,Regular,Lake,0.0,1200,41.38,111.776,,11.28,24.9,3.785,5.68512,9.984,37.035,37.845,4.8752,19.9801,,6.58,,6.005,,,,7.91,105.04,
04253712,LTM_ALTM,2003-03-03 00:00:00,EPI,Regular,Stream,0.0,1215,90.03,144.71,,8.178,29.6,3.287,7.52752,10.752,46.911,46.11,2.2714,22.4273,,6.95,,6.429,,,,9.65,110.448,
1A1-111,LTM_ALTM,2003-03-03 00:00:00,IN,Regular,Lake,0.0,1110,-7.8,45.908,,9.588,24.0,6.968,2.78992,7.68,14.814,23.49,16.4538,18.3701,,4.75,,4.731,,,,6.95,93.6,
1A2-076,LTM_ALTM,2003-03-03 00:00:00,EPI,Regular,Lake,0.5,1345,0.47,45.409,,5.922,11.3,3.158,0.73696,6.144,9.053,4.785,7.479,3.3488,,5.58,,5.292,,,,0.02,45.968,
1A1-105,LTM_ALTM,2003-03-03 00:00:00,EPI,Regular,Lake,0.0,1255,64.29,123.752,,7.896,26.1,2.912,5.36928,9.728,41.973,39.15,2.0498,18.2252,,6.97,,6.246,,,,7.33,108.368,
04253635,LTM_ALTM,2003-03-03 00:00:00,EPI,Regular,Stream,0.0,1030,-16.64,46.906,,8.178,26.0,6.182,3.31632,7.68,16.46,24.795,8.864,24.5686,,4.63,,4.644,,,,7.12,90.064,
01434021,LTM_CAT,2003-02-26 13:00:00,Stream,Regular,Stream,,,-9.11758422851562,57.9199981689453,,11.1955995559692,19.1299991607666,1.87169995240343,,3.95000004768372,38.7200012207031,11.6999998092651,0.301443994045258,23.36549949646,,,,4.91742563247681,,,,34.7999992370605,96.5507965087891,-0.2
01434025,LTM_CAT,2003-02-26 12:15:00,Stream,Regular,Stream,,,26.7293319702148,113.059997558594,,14.3968000411987,19.5699996948242,1.48120003195586,,3.24000000953674,42.1599998474121,15.0,0.0,24.3346996307373,,,,6.17663335800171,,,,34.75,99.4662017822266,-0.2
0143400680,LTM_CAT,2003-02-26 10:15:00,Stream,Regular,Stream,,,2.68497514724731,59.5999984741211,,14.7434997558594,18.4200000762939,1.56419998231256,,5.30000019073486,46.5800018310547,15.6000003814697,0.0,27.7572002410889,,,,5.31934642791748,,,,37.5099983215332,95.535400390625,-0.2
01434025,LTM_CAT,2003-02-25 11:15:00,Stream,Regular,Stream,,,20.6626129150391,110.339996337891,,15.1150999069214,18.9500007629395,1.41009995778707,,3.79999995231628,40.060001373291,14.8000001907349,0.497837990522385,25.3547992706299,,,,6.05404376983643,,,,23.8799991607666,97.1628036499023,0.1
01364959,LTM_CAT,2003-02-20 10:45:00,Stream,Regular,Stream,,,12.920467376709,82.5599975585938,,19.1840991973877,20.1000003814697,1.96869992419501,,5.8899998664856,45.7799987792969,19.0,0.0,20.6443996429443,,,,6.06632852554321,,,,40.7099990844727,99.8516006469726,1.1
STN,LTM_PA,2003-02-19 00:00:00,Stream,Regular,Stream,,,-2.38,90.818,,28.623,25.5,1.267,,14.6688,57.61,19.7055,0.3601,3.0659,,,,4.97,,,,3.971,162.448,
BNR,LTM_PA,2003-02-19 00:00:00,Stream,Regular,Stream,,,17.43,77.844,,95.0058,25.6,7.028,,17.4592,49.38,33.93,0.3601,9.6255,,,,5.68,,,,3.988,100.4224,
RBS,LTM_PA,2003-02-19 00:00:00,Stream,Regular,Stream,,,1.6,91.816,,25.662,24.6,1.158,,14.5664,69.132,25.056,0.3601,6.8448,,,,5.49,,,,4.092,158.6,
01434025,LTM_CAT,2003-02-18 10:00:00,Stream,Regular,Stream,,,31.7155952453613,116.800003051758,,15.2762002944946,22.3999996185303,1.06420001530057,,3.01999998092651,43.0800018310547,15.6000003814697,0.177719995379448,19.9218997955322,,,,6.45205020904541,,,,35.689998626709,102.667999267578,-0.1
LNN,LTM_PA,2003-02-18 00:00:00,Stream,Regular,Stream,,,19.57,168.662,,36.6036,35.7,0.758,,29.1584,58.433,15.1815,0.3601,19.0371,,,,6.04,,,,3.968,180.3984,
WWW,LTM_PA,2003-02-18 00:00:00,Stream,Regular,Stream,,,37.27,165.668,,37.7316,39.0,0.737,,24.8832,79.831,29.1015,0.3601,31.5146,,,,6.19,,,,3.929,176.0096,
1A1-087,LTM_ALTM,2003-02-12 00:00:00,IN,Regular,Lake,0.0,1118,107.44,212.574,,7.614,32.18,3.148,2.78992,6.144,40.327,14.355,4.709,38.64,,7.35,,6.403,,,,4.27,107.952,
1A1-029,LTM_ALTM,2003-02-12 00:00:00,EPI,Regular,Lake,0.0,1235,139.22,181.137,,14.946,34.06,4.881,2.00032,11.776,60.902,50.025,12.6866,3.6064,,7.41,,6.355,,,,4.81,89.024,
020197,LTM_ALTM,2003-02-12 00:00:00,EPI,Regular,Lake,0.5,1355,16.2,17.465,,5.64,12.28,5.107,0.47376,4.352,7.407,3.915,38.503,1.5617,,5.87,,5.188,,,,0.37,37.024,
020138,LTM_ALTM,2003-02-12 00:00:00,EPI,Regular,Lake,0.5,1055,8.98,40.918,,5.922,16.34,9.355,0.94752,6.4,11.522,6.09,31.3564,1.449,,5.1,,4.94,,,,1.67,48.256,
060182,LTM_ALTM,2003-02-12 00:00:00,EPI,Regular,Lake,0.0,1337,82.03,169.161,,10.716,30.79,3.747,3.21104,5.888,32.92,34.8,0.9972,29.5596,,7.12,,6.371,,,,7.49,126.256,
020188,LTM_ALTM,2003-02-12 00:00:00,EPI,Regular,Lake,0.5,1325,-0.92,31.936,,4.512,11.39,2.087,0.63168,7.168,18.929,3.045,3.2132,1.3685,,5.3,,5.106,,,,0.16,49.504,
04253660,LTM_ALTM,2003-02-12 00:00:00,EPI,Regular,Stream,0.0,1034,51.5,127.245,,9.306,26.73,3.416,5.36928,6.656,43.619,25.665,4.3212,29.946,,6.82,,6.285,,,,7.4,117.104,
1A1-107,LTM_ALTM,2003-02-12 00:00:00,EPI,Regular,Lake,0.5,1150,-34.32,36.427,,10.716,27.62,20.16,0.7896,5.632,33.743,10.005,14.0716,1.1109,,4.4,,4.349,,,,1.13,43.264,
01434021,LTM_CAT,2003-02-11 12:15:00,Stream,Regular,Stream,,,-4.53610277175903,54.2799987792969,,13.5761003494263,19.9500007629395,1.21759996086595,,4.48000001907349,41.2799987792969,15.1000003814697,0.506092011928558,22.4414005279541,,,,5.0040922164917,,,,36.4500007629394,105.52140045166,-0.1
01434025,LTM_CAT,2003-02-11 11:30:00,Stream,Regular,Stream,,,42.2942237854004,114.360000610352,,16.7194004058838,20.3999996185303,1.20530001337701,,3.38000011444092,43.1199989318848,17.8999996185303,0.0,18.3071994781494,,,,6.45640134811401,,,,36.2099990844727,104.619400024414,0.1
0143400680,LTM_CAT,2003-02-11 09:30:00,Stream,Regular,Stream,,,5.20849657058716,59.2400016784668,,14.1929998397827,19.1900005340576,1.19699995419798,,4.40999984741211,46.7599983215332,17.0,0.236735001206398,23.9027996063232,,,,5.3942666053772,,,,37.5800018310547,96.2817993164062,-0.2
040874,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1202,-3.38,57.884,,8.178,16.83,3.283,2.31616,5.12,23.044,21.315,3.7118,6.601,,5.45,,5.362,,,,3.66,84.864,
1A3-001,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1425,90.8,133.732,,9.87,28.71,5.047,4.2112,9.216,61.725,42.195,1.9944,7.5187,,7.1,,6.382,,,,4.31,119.392,
1A1-089,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1020,13.5,82.335,,11.28,18.91,3.036,3.63216,7.168,25.513,20.01,3.2132,13.4274,,5.94,,5.616,,,,2.56,93.184,
040852,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1145,3.35,69.86,,9.024,23.07,4.966,2.52672,4.608,31.274,24.36,3.878,21.9604,,5.05,,4.983,,,,7.02,101.088,
040186,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1048,-20.19,31.437,,9.306,23.56,4.242,1.78976,5.632,10.699,15.225,8.4762,13.4435,,4.59,,4.541,,,,2.33,83.824,
041007,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1130,4.54,76.846,,7.614,22.97,3.861,3.10576,5.12,33.743,30.45,1.2188,28.8995,,5.17,,5.17,,,,7.21,107.744,
1A2-066,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1225,3.94,63.373,,9.024,18.12,2.441,1.8424,4.096,26.336,20.88,2.8254,10.143,,5.36,,5.284,,,,3.15,92.976,
1A3-065,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1140,-0.59,69.86,,9.306,23.56,3.443,3.1584,6.144,27.982,27.84,4.9306,36.2411,,5.01,,5.009,,,,4.79,95.68,
1A1-059,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.0,1240,75.34,136.726,,11.844,31.68,5.037,4.79024,8.192,65.84,53.505,1.6066,23.4094,,6.88,,6.345,,,,11.2,136.448,
050649,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1415,-1.08,72.854,,12.69,27.23,14.627,4.84288,7.936,42.796,25.23,7.5344,3.1234,,4.58,,4.683,,,,4.33,98.176,
060315A,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Stream,0.0,1305,7.12,94.311,,9.588,26.63,5.441,3.79008,8.704,41.15,37.845,2.1052,25.921,,5.52,,5.246,,,,9.52,129.168,
040704,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1110,10.35,45.908,,8.742,15.74,3.069,2.68464,5.888,15.637,26.1,11.357,4.7334,,5.75,,5.46,,,,2.1,75.088,
040887,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1350,27.46,73.353,,8.742,22.18,3.124,2.68464,5.632,34.566,36.975,11.0246,22.2019,,6.43,,5.557,,,,9.74,100.88,
040576,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1030,26.58,113.772,,9.024,20.99,3.69,1.73712,5.632,21.398,19.575,2.3268,14.0392,,6.27,,5.91,,,,3.46,103.168,
070859,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1215,3.1,57.884,,7.896,18.51,2.844,2.47408,3.328,25.513,24.795,1.939,16.2127,,5.28,,5.332,,,,4.49,87.984,
040707,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1100,55.88,87.325,,8.742,21.19,4.466,4.36912,9.728,35.389,41.325,2.3822,5.0715,,6.82,,6.157,,,,3.82,85.904,
040850,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1155,24.12,78.343,,9.024,18.41,3.366,2.26352,5.632,32.92,19.14,4.155,10.6743,,6.23,,5.813,,,,2.63,86.944,
1A3-048,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1120,22.52,87.325,,9.306,24.45,2.665,5.31664,8.704,34.566,44.37,2.5484,45.0478,,6.11,,5.692,,,,8.8,105.664,
050669,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1405,3.34,39.92,,6.204,13.46,1.803,0.84224,5.888,14.814,9.135,10.1936,5.0715,,5.52,,5.183,,,,0.55,61.152,
040826,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.0,1107,29.37,95.808,,20.868,21.28,2.883,3.05312,6.912,30.451,33.495,1.4958,14.7959,,6.37,,6.101,,,,2.69,93.392,
040210,LTM_ALTM,2003-02-11 00:00:00,EPI,Regular,Lake,0.5,1040,-7.07,52.395,,7.332,20.99,2.248,3.52688,6.656,14.814,17.835,2.9362,15.1662,,4.86,,4.84,,,,1.6,96.512,
030171,LTM_ALTM,2003-02-10 00:00:00,EPI,Regular,Lake,0.5,0938,-10.96,29.441,,5.922,15.94,8.555,1.00016,9.472,13.991,4.785,12.8528,2.5438,,4.79,,4.734,,,,0.6,34.112,
030172,LTM_ALTM,2003-02-10 00:00:00,EPI,Regular,Lake,0.5,0950,177.06,154.191,,5.358,26.73,6.881,1.0528,12.544,69.132,4.785,21.2182,1.4329,,7.36,,6.459,,,,0.51,32.864,
020059,LTM_ALTM,2003-02-10 00:00:00,EPI,Regular,Lake,0.5,1315,55.67,110.778,,18.048,23.76,8.237,3.47424,11.264,51.026,35.67,4.8198,2.254,,6.7,,6.238,,,,1.35,82.992,
050707,LTM_ALTM,2003-02-10 00:00:00,EPI,Regular,Lake,0.0,1250,5.41,83.333,,8.178,24.16,5.349,0.94752,3.84,21.398,23.925,5.54,23.4899,,5.12,,5.04,,,,7.31,87.36,
020265,LTM_ALTM,2003-02-10 00:00:00,EPI,Regular,Lake,0.0,1355,78.45,115.269,,9.588,24.85,1.905,0.84224,1.792,38.681,43.065,2.3268,23.6831,,6.82,,6.42,,,,10.05,87.776,
050706,LTM_ALTM,2003-02-10 00:00:00,EPI,Regular,Lake,0.0,1135,6.9,81.836,,9.306,21.88,3.475,0.73696,3.84,24.69,27.84,4.7644,36.4343,,5.55,,5.344,,,,7.97,88.4,
030255,LTM_ALTM,2003-02-10 00:00:00,EPI,Regular,Stream,0.5,1105,221.32,205.089,,9.024,39.7,3.953,2.73728,10.752,100.406,51.765,0.0554,15.6492,,7.48,,6.806,,,,11.46,98.384,
1A1-071,LTM_ALTM,2003-02-10 00:00:00,EPI,Regular,Lake,0.5,1125,223.1,205.089,,8.742,39.11,3.911,2.68464,10.496,100.406,51.33,0.0554,14.6671,,7.51,,6.881,,,,7.07,98.176,
020058,LTM_ALTM,2003-02-10 00:00:00,EPI,Regular,Lake,0.5,1256,52.12,114.77,,8.178,23.66,11.982,3.89536,9.216,49.38,27.405,10.6922,3.22,,6.39,,5.856,,,,5.03,81.744,
04253635,LTM_ALTM,2003-02-06 00:00:00,EPI,Regular,Stream,0.0,1024,-8.69,48.902,,10.152,26.14,7.129,2.84256,2.56,16.46,24.36,10.9692,25.0677,,4.67,,4.668,,,,6.78,89.024,
04253712,LTM_ALTM,2003-02-06 00:00:00,EPI,Regular,Stream,0.0,1215,74.9,137.225,,9.87,28.51,4.129,6.26416,9.728,44.442,43.5,2.1606,24.9872,,7.08,,6.279,,,,8.02,110.032,
1A1-105,LTM_ALTM,2003-02-06 00:00:00,EPI,Regular,Lake,0.0,1300,45.65,112.275,,8.46,24.35,3.152,4.84288,8.96,37.858,36.54,1.8836,17.1143,,6.79,,6.168,,,,6.13,108.992,
1A1-111,LTM_ALTM,2003-02-06 00:00:00,IN,Regular,Lake,0.0,1115,-18.12,45.409,,9.306,28.21,7.752,2.52672,7.168,15.637,23.49,7.8114,28.1428,,4.55,,4.529,,,,6.51,91.52,
1A2-078,LTM_ALTM,2003-02-06 00:00:00,EPI,Regular,Lake,0.0,1105,10.91,64.371,,10.434,20.59,2.406,2.57936,4.608,27.159,28.71,1.4958,12.5741,,5.33,,5.147,,,,4.88,104.416,
050215,LTM_ALTM,2003-02-06 00:00:00,EPI,Regular,Lake,0.0,1220,21.61,121.756,,16.92,23.36,6.202,1.94768,2.304,37.035,39.15,3.2686,2.093,,6.83,,5.842,,,,4.82,89.024,
1A1-103,LTM_ALTM,2003-02-06 00:00:00,EPI,Regular,Lake,0.0,1150,14.57,91.816,,11.28,22.18,4.211,3.89536,8.192,27.982,31.755,2.6592,17.9354,,5.85,,5.496,,,,5.89,106.496,
070728,LTM_ALTM,2003-02-06 00:00:00,EPI,Regular,Stream,0.0,1050,-10.24,69.361,,10.434,20.39,2.215,2.42144,4.864,31.274,31.32,4.986,15.3111,,5.62,,5.43,,,,5.25,105.248,
1A1-052,LTM_ALTM,2003-02-05 00:00:00,EPI,Regular,Lake,0.0,0940,87.81,164.171,,11.844,29.5,4.247,4.94816,8.192,48.557,38.28,1.8836,4.7173,,6.92,,6.466,,,,4.14,127.504,
04253630,LTM_ALTM,2003-02-05 00:00:00,EPI,Regular,Stream,0.5,1045,13.67,84.331,,8.46,23.07,4.397,4.57968,8.192,26.336,28.71,3.878,24.4237,,5.37,,5.225,,,,6.5,110.032,
1A1-017,LTM_ALTM,2003-02-05 00:00:00,IN,Regular,Lake,0.0,1200,-13.63,81.337,,9.87,24.16,4.277,4.52704,8.448,25.513,27.84,3.7118,21.3164,,5.09,,5.025,,,,6.29,118.144,
1A2-028,LTM_ALTM,2003-02-05 00:00:00,EPI,Regular,Lake,0.0,1300,172.51,233.532,,14.382,41.68,3.46,1.21072,5.632,82.3,46.98,4.0996,29.3825,,7.55,,6.783,,,,9.82,140.608,
1A1-102,LTM_ALTM,2003-02-05 00:00:00,EPI,Regular,Lake,0.0,1150,51.98,106.287,,7.05,19.21,2.296,0.89488,2.304,23.867,23.925,3.324,9.6761,,6.83,,6.339,,,,3.15,78.832,
1A2-077,LTM_ALTM,2003-02-05 00:00:00,EPI,Regular,Lake,0.0,1030,116.04,158.183,,9.024,27.92,3.058,0.5264,2.816,33.743,47.415,1.9944,4.5241,,7.04,,6.76,,,,5.98,100.048,
01434025,LTM_CAT,2003-02-04 10:43:00,Stream,Regular,Stream,,,44.107666015625,118.379997253418,,19.2987995147705,20.6000003814697,1.28350002445511,,4.28000020980835,42.4599990844727,16.6000003814697,0.183914005756378,23.5177993774414,,,,6.57111263275146,,,,33.2900009155273,100.160202026367,0.1
VT77,VTSSS,2003-02-04 00:00:00,Stream,Regular,Stream,,,35.62,25.95,,18.89,15.41,,,23.36,42.63,33.27,,0.7,,,,6.23,,,,87.14,74.03,6.0
VT23,VTSSS,2003-02-04 00:00:00,Stream,Regular,Stream,,,113.79,63.17,,29.01,20.44,,,12.76,41.15,72.85,,0.71,,,,6.59,,,,176.91,41.85,5.0
VT42,VTSSS,2003-02-04 00:00:00,Stream,Regular,Stream,,,77.73,48.0,,21.16,13.65,,,8.22,25.76,46.84,,0.7,,,,6.54,,,,131.56,24.6,6.0
