SITE_ID,PROGRAM_ID,DATE_SMP,SAMPLE_LOCATION,SAMPLE_TYPE,WATERBODY_TYPE,SAMPLE_DEPTH,TIME_SMP,ANC_UEQ_L,CA_UEQ_L,CHL_A_UG_L,CL_UEQ_L,COND_UM_CM,DOC_MG_L,F_UEQ_L,K_UEQ_L,MG_UEQ_L,NA_UEQ_L,NH4_UEQ_L,NO3_UEQ_L,N_TD_UEQ_L,PH_EQ,PH_FLD,PH_LAB,PH_STVL,P_TL_UEQ_L,SECCHI_M,SIO2_MG_L,SO4_UEQ_L,WTEMP_DEG_C
050706,LTM_ALTM,2014-04-01 00:00:00,EPI,Regular,Lake,0.0,1150,31.992,62.5235024,,7.79166,15.6156,4.626828,0.34216,3.2601856,19.9039258,24.4915005,16.4319724,24.24016,,6.31,,5.404,,,,5.270415,47.87536,
020265,LTM_ALTM,2014-04-01 00:00:00,EPI,Regular,Lake,0.0,1400,68.006,104.2024774,,10.21404,23.322,1.843225,0.5264,2.1012992,37.0039729,41.3914245,10.1097244,37.88491,,7.06,,6.274,,,,7.625427,68.04928,
050707,LTM_ALTM,2014-04-01 00:00:00,EPI,Regular,Lake,0.0,1115,27.08,62.8187607,,6.77646,16.3254,6.477899,0.647472,3.1571712,17.8386896,20.6447085,17.184803,32.22576,,5.9,,5.275,,,,5.065298,41.03008,
BNR,LTM_PA,2014-03-31 00:00:00,Stream,Regular,Stream,,,5.26,71.357,,55.086318,22.94,1.17,,17.1386,46.0824,43.065,0.049896,12.29106,,,,5.85,,,,,99.7278,
01364959,LTM_CAT,2014-03-30 02:55:00,Stream,Regular,Stream,,,-21.2826900482178,55.2982521057129,,9.60190010070801,14.9099998474121,2.38670002746949,,8.99213886260986,32.5298271179199,12.2590703964233,2.61999988555908,44.2785987854004,,,,5.3562183380127,,,,25.2852172851562,42.3040008544922,0.1
01364959,LTM_CAT,2014-03-29 23:00:00,Stream,Regular,Stream,,,-4.97833967208862,59.3664817810059,,10.635199546814,13.8100004196167,1.81510003461249,,7.43565607070923,34.6138191223145,13.9853563308716,2.29999995231628,34.2008018493652,,,,5.6677622795105,,,,28.6894645690918,48.5061988830566,0.3
01364959,LTM_CAT,2014-03-28 23:50:00,Stream,Regular,Stream,,,29.8895263671875,70.9803314208984,,12.1709003448486,15.3000001907349,1.12649998698073,,6.8300633430481,40.8767738342285,17.4105396270752,2.60999989509582,29.4037990570068,,,,5.93411922454834,,,,36.4241790771484,64.6016006469727,1.5
STN,LTM_PA,2014-03-27 00:00:00,Stream,Regular,Stream,,,-10.6,85.329,,40.19355,27.48,0.8221,,10.4878,55.9572,27.84,0.033264,0.85489,,,,4.98,,,,,165.9354,
RBS,LTM_PA,2014-03-27 00:00:00,Stream,Regular,Stream,,,0.03,71.357,,16.585128,23.37,0.9268,,12.5342,59.2488,16.53,-0.005544,1.91947,,,,5.08,,,,,155.5254,
LNN,LTM_PA,2014-03-26 00:00:00,Stream,Regular,Stream,,,31.2,135.229,,21.1545,27.28,0.7185,,7.75074,48.5511,20.88,0.16632,20.1625,,,,6.17,,,,,152.6106,
WWW,LTM_PA,2014-03-26 00:00:00,Stream,Regular,Stream,,,35.5,138.223,,24.793074,30.15,0.4204,,16.627,74.061,17.4,0.033264,21.1303,,,,6.27,,,,,177.8028,
01434025,LTM_CAT,2014-03-25 10:05:00,Stream,Regular,Stream,,,15.9007005691528,97.5878448486328,,14.0731000900269,17.5300006866455,0.889499984107108,,4.29911613464355,37.1242980957031,15.9967546463013,0.0,39.2102012634277,,,,6.31580829620361,,,,26.5749187469482,62.5064010620117,0.0
